tw_id,sentiment_labels,sentiment_winner,stance_labels,stance_winner
1281698864857329665,1|1|0|1,1,0|0|0|0,0
1281695398432825356,4|1|1|2,1,NA|NA|NA|NA,NA
1312626396284493824,1|1|1|2,1,1|1|1|3,1
1312505652883853314,3|3|3|3,3,NA|NA|NA|NA,NA
1097182377946824705,2|0|2|0,-1,0|0|0|0,0
1096191120500031488,0|0|0|0,0,NA|NA|NA|NA,NA
1242907719935365125,4|1|1|4,-1,1|1|1|1,1
1242845328912547852,4|1|1|1,1,NA|NA|NA|NA,NA
1110574213952360448,1|1|1|1,1,1|1|1|1,1
1110523494633230336,0|0|0|2,0,NA|NA|NA|NA,NA
1269665499006337030,2|0|2|2,2,3|0|3|3,3
1293307702337208321,1|1|1|1,1,0|0|0|0,0
1299757607574474754,1|1|3|1,1,1|1|1|1,1
983383481907662848,1|1|1|1,1,1|1|1|1,1
1267822532331106313,1|1|1|1,1,1|1|1|1,1
1283098405007491073,1|1|4|2,1,1|1|1|2,1
1283716272484683776,2|2|2|2,2,NA|NA|NA|NA,NA
1290031891916103680,3|1|3|3,3,3|1|3|3,3
1256391774328827909,3|3|3|3,3,0|1|1|3,1
1264905943390789635,1|1|1|1,1,1|1|1|1,1
1131964507125891072,0|0|0|0,0,0|0|0|0,0
1149732126562160641,2|3|3|3,3,3|3|3|3,3
1149724262690885633,0|0|2|0,0,NA|NA|NA|NA,NA
1308414142714384384,3|3|3|3,3,1|3|1|1,1
1152993920328044545,1|1|1|1,1,1|1|1|3,1
863556019108159488,0|0|3|2,0,0|0|0|0,0
1266740932919144448,1|1|1|1,1,1|1|1|1,1
1302358222590935041,0|0|0|0,0,0|0|0|0,0
1297849166559956994,1|1|1|1,1,1|1|1|1,1
1273959081099907072,3|3|3|3,3,1|1|1|3,1
1308562332306542599,3|1|3|3,3,3|0|3|3,3
1267442909433008130,3|3|3|3,3,3|1|1|1,1
1267131812825923588,0|0|0|0,0,0|0|0|0,0
1131912265773539328,3|3|3|2,3,3|3|3|3,3
1273716672025767938,1|1|1|1,1,1|1|1|1,1
1174044799835529216,1|1|1|3,1,1|1|1|1,1
1174002261183422464,0|0|0|0,0,NA|NA|NA|NA,NA
1299631701400981504,1|1|1|1,1,1|1|1|1,1
1021415951001169920,1|1|1|1,1,1|1|1|1,1
1021111962590203908,0|0|0|0,0,NA|NA|NA|NA,NA
1211674402770817024,1|1|1|1,1,1|1|1|1,1
1313140717821272067,1|1|1|3,1,1|1|1|1,1
1313088549902843905,0|0|0|0,0,NA|NA|NA|NA,NA
1300847675978514433,1|1|1|3,1,1|1|1|1,1
840139435995881476,0|0|0|0,0,0|0|0|0,0
1243612207226802176,0|4|1|4,4,0|0|2|0,0
873561847659728896,2|2|2|2,2,0|0|0|3,0
873518845486608385,0|0|0|0,0,NA|NA|NA|NA,NA
1130897565870956545,3|3|3|3,3,1|1|1|3,1
1164331633350197249,1|1|1|3,1,1|1|1|1,1
876721327578783744,0|0|0|2,0,NA|NA|NA|NA,NA
1267821772927168513,1|1|1|1,1,1|1|1|1,1
1293993808796024832,1|1|1|2,1,3|1|3|3,3
1308472467078381572,3|1|3|3,3,1|1|1|1,1
1263090851854589955,1|1|3|1,1,1|1|1|3,1
1263041548985552897,1|1|1|3,1,NA|NA|NA|NA,NA
1118488814450819072,3|1|3|3,3,1|1|1|3,1
1267811954766176256,3|3|1|3,3,1|1|1|1,1
1113427278946623488,3|3|3|3,3,1|1|1|3,1
1300801724773478402,1|1|1|3,1,1|1|1|1,1
1279710029172662275,1|1|1|1,1,1|1|1|1,1
1308924202934833154,3|1|3|3,3,1|1|1|1,1
1287348284999315456,1|1|1|1,1,0|0|0|0,0
1287169570063646721,1|1|1|1,1,NA|NA|NA|NA,NA
1198494971705335809,0|0|0|0,0,0|0|0|0,0
1233291182668681218,0|0|0|3,0,0|0|0|3,0
1278342672013557765,1|1|1|1,1,1|1|1|1,1
1107754584154492928,1|1|1|3,1,0|0|0|3,0
1259497622664085505,4|1|4|1,-1,0|0|0|0,0
1296528411050094595,1|1|1|2,1,1|1|1|3,1
1264916318719008769,1|1|1|3,1,3|0|1|3,3
1300341235790512128,1|1|1|1,1,0|0|0|0,0
1293915515283484673,1|1|1|1,1,1|1|1|1,1
1124490959885078529,0|0|0|2,0,0|0|0|0,0
1308147431389921280,1|3|3|3,3,1|1|1|3,1
1268222838374371328,1|1|1|1,1,1|1|1|1,1
861609506232467456,1|1|1|3,1,1|1|1|1,1
861324791344771073,0|0|0|1,0,NA|NA|NA|NA,NA
1259505612116951043,1|1|1|1,1,3|0|0|0,0
1152546307174752257,2|4|0|0,0,0|0|0|0,0
1205241697002774529,1|1|1|1,1,1|1|1|1,1
910225838162968576,0|0|0|0,0,0|0|0|0,0
910143689456005121,0|0|0|0,0,NA|NA|NA|NA,NA
1294020370203389954,3|3|3|3,3,1|1|1|1,1
1267387473161748480,1|1|1|1,1,1|1|1|1,1
1243554069848952832,4|4|4|0,4,0|2|2|0,-1
1158335213384228865,1|1|1|3,1,1|1|1|3,1
1268194885116596226,1|1|1|1,1,1|1|1|1,1
1205050888114638853,1|1|1|1,1,1|1|1|1,1
1267818674762571789,1|1|1|3,1,1|1|1|1,1
1253028234670804992,1|1|1|3,1,1|1|1|1,1
1257994708707672066,1|1|1|1,1,0|0|0|0,0
1282684424677732352,2|3|1|2,2,3|3|1|0,3
1243536178877530112,3|0|3|3,3,1|0|1|3,1
1264905055137906689,1|1|1|1,1,1|1|1|1,1
1283047287673978882,3|3|3|3,3,1|1|1|1,1
1279131082089209858,1|1|1|3,1,1|1|1|3,1
1301190667390124038,3|3|3|3,3,3|3|1|3,3
1301161061677232129,4|4|4|0,4,NA|NA|NA|NA,NA
1302318879218241537,1|1|3|3,-1,1|1|1|1,1
893199581961388033,1|1|1|1,1,1|1|1|1,1
893150701509017600,2|2|2|2,2,NA|NA|NA|NA,NA
1039521051749695489,3|1|1|3,-1,1|1|1|1,1
1311264371209891842,4|0|3|0,0,3|0|1|3,3
1267406490526191622,1|1|1|1,1,1|1|1|1,1
1267820181029453825,1|1|1|3,1,1|1|1|1,1
1271159407775297537,0|4|1|0,0,0|0|0|0,0
1271504565158977537,1|1|1|3,1,1|1|1|1,1
1272586359992135682,1|1|1|1,1,0|0|0|0,0
1278029269982117889,1|1|1|1,1,1|1|1|1,1
1007585252750123008,1|1|1|1,1,0|0|0|0,0
1211388256941748226,1|1|1|1,1,1|1|1|1,1
1252558955756376064,1|1|1|1,1,1|1|1|1,1
1243197202828349445,2|1|2|1,-1,3|3|3|3,3
1267824048110616576,1|1|1|3,1,1|1|1|1,1
1267829401565065217,1|3|3|3,3,1|1|1|1,1
1158375458674790400,1|0|1|3,1,1|0|1|3,1
1227185690594758656,1|1|1|3,1,1|1|1|3,1
1028228753271414785,1|1|1|1,1,0|0|3|0,0
929404518093205505,1|3|3|3,3,1|1|1|1,1
1264903535579316224,1|1|1|1,1,1|1|1|1,1
1225817714117283841,1|1|1|1,1,1|1|1|3,1
1225805499578363905,0|0|0|0,0,NA|NA|NA|NA,NA
1279138921532854272,3|3|3|3,3,3|1|3|3,3
929516896269070336,1|1|1|3,1,1|1|1|3,1
1222655830434164737,4|0|4|1,4,0|0|0|0,0
1260980116089438209,3|0|3|3,3,0|0|0|0,0
1242563904930185216,4|2|3|3,3,3|3|1|3,3
1276493373025792001,1|1|1|1,1,1|1|1|3,1
1280832767798935552,1|1|1|1,1,1|1|1|1,1
1303397071962222593,1|1|1|1,1,1|1|1|1,1
1269331036657377280,0|0|0|0,0,0|0|0|0,0
1278015177653391362,3|3|1|3,3,0|0|0|3,0
1267891306052927489,1|1|3|3,-1,1|1|1|1,1
1086377831590961154,3|3|1|3,3,3|3|1|3,3
1086377674774327297,0|0|0|0,0,NA|NA|NA|NA,NA
1248049212408938497,0|1|4|0,0,0|0|0|0,0
1287513386272665601,2|2|2|2,2,3|3|3|3,3
1287448893953900546,4|1|2|2,2,NA|NA|NA|NA,NA
869165326726045696,4|0|0|0,0,0|0|0|0,0
869148174623047681,2|1|2|2,2,NA|NA|NA|NA,NA
1271214871401705473,1|1|1|1,1,0|0|0|0,0
1275572399958831106,1|1|1|3,1,1|1|1|1,1
1294763710263820297,1|1|1|1,1,1|1|1|1,1
1294629084056748032,1|1|1|1,1,NA|NA|NA|NA,NA
1287737993042821120,3|3|3|3,3,1|1|1|1,1
1067227888779489281,1|1|1|1,1,1|1|1|1,1
1042712121048551427,2|2|2|2,2,0|0|0|0,0
1042525467855732736,2|4|2|2,2,NA|NA|NA|NA,NA
843620559254704129,1|1|1|1,1,0|1|1|3,1
843605338733625349,2|1|2|0,2,NA|NA|NA|NA,NA
1208881909079724034,1|3|1|3,-1,1|1|1|1,1
1287383040998748166,1|1|1|1,1,1|1|1|1,1
1267841259449843713,1|1|1|1,1,1|1|1|1,1
1211372364543528960,1|1|1|1,1,1|1|1|1,1
1081274904371257346,3|3|3|3,3,1|3|3|3,3
1303273404922056704,1|1|1|3,1,1|1|1|1,1
1307308901700960257,0|0|0|0,0,0|0|0|0,0
1278734164808925186,0|0|0|0,0,0|0|0|0,0
1299741272245182466,0|4|0|2,0,0|0|0|0,0
1303339588057010177,1|1|1|1,1,1|1|1|1,1
1270097522753703936,1|1|1|3,1,NA|NA|NA|NA,NA
1268620757438828546,1|1|1|1,1,1|1|1|1,1
1259100153383923713,2|2|2|2,2,0|0|3|3,-1
1272617576246456320,1|1|1|3,1,1|1|1|1,1
1272539594077147136,1|1|1|1,1,NA|NA|NA|NA,NA
1194749611287687168,1|1|1|1,1,0|0|0|0,0
1260539997175808000,2|1|2|2,2,0|0|0|0,0
1287588165008666625,1|1|3|1,1,1|1|1|1,1
1223039881590472706,1|1|1|1,1,1|1|1|1,1
1267839139413712899,1|1|3|1,1,1|1|1|1,1
1264936992963547138,1|1|1|1,1,1|1|1|1,1
1243605629887025153,1|3|3|3,3,1|1|1|3,1
1026558331350118407,1|1|1|1,1,1|1|1|1,1
1267805061419339776,1|1|1|1,1,1|1|1|1,1
1173300461774024704,2|2|2|2,2,0|0|0|0,0
1260653329778003969,1|1|1|3,1,1|1|1|3,1
1282080165506494466,1|1|1|1,1,0|0|0|0,0
1282079057233027074,1|1|1|1,1,NA|NA|NA|NA,NA
1101881445889572865,0|0|0|2,0,0|0|0|0,0
1101880651429613568,1|1|1|1,1,NA|NA|NA|NA,NA
1247659848835227656,3|3|3|3,3,3|3|3|3,3
1247597766840369152,2|3|0|2,2,NA|NA|NA|NA,NA
1274354903696187392,3|1|3|3,3,1|1|1|3,1
1088126533661876224,1|1|1|1,1,1|1|1|1,1
827210582193532928,1|1|1|3,1,1|1|1|1,1
827210368925724675,0|0|0|0,0,NA|NA|NA|NA,NA
1300895571318845441,0|0|0|0,0,0|0|0|0,0
1300893786478907395,0|0|3|0,0,NA|NA|NA|NA,NA
1185507214360039424,3|1|1|1,1,1|1|1|3,1
1185459979396042752,0|0|0|2,0,NA|NA|NA|NA,NA
1267832653983727617,3|3|3|3,3,3|1|3|3,3
1285536820411932673,3|3|4|3,3,0|0|0|0,0
910590574402473984,1|1|1|1,1,1|1|1|1,1
910553660001800196,2|0|2|2,2,NA|NA|NA|NA,NA
1265043002851983361,3|3|3|3,3,0|0|0|0,0
1285946767301844996,3|0|0|0,0,0|0|0|0,0
1285847997272805376,1|1|1|2,1,NA|NA|NA|NA,NA
1042893142146592769,4|3|3|4,-1,0|0|0|0,0
1042720709364129792,1|1|1|1,1,NA|NA|NA|NA,NA
1309038277916323841,3|1|1|3,-1,1|1|1|1,1
858683424256782337,3|1|3|3,3,3|1|3|3,3
1300780741756944384,1|1|1|1,1,1|1|1|1,1
1258065844686458883,1|1|1|1,1,0|0|0|0,0
1297162552187785218,3|1|3|3,3,0|0|0|0,0
1208750371402850305,1|1|1|1,1,1|1|1|1,1
1190619985510588417,4|4|3|2,4,2|2|1|3,2
1190583824876548096,0|0|2|0,0,NA|NA|NA|NA,NA
1294246120995127299,1|1|1|1,1,1|1|1|1,1
1026555524299407360,3|3|3|3,3,3|3|3|3,3
1054773090402615296,1|1|1|1,1,1|1|1|1,1
1054357458603388929,4|4|4|0,4,NA|NA|NA|NA,NA
1307974713717780487,1|1|3|3,-1,1|1|1|1,1
1100487236271919104,1|1|1|3,1,1|1|1|1,1
1100400543317483522,1|3|3|3,3,NA|NA|NA|NA,NA
1286348270952906754,4|4|4|4,4,0|0|0|0,0
1117138215046209537,0|0|0|0,0,0|0|0|0,0
1117125538844430343,0|0|0|0,0,NA|NA|NA|NA,NA
1267817285055475712,1|1|1|1,1,1|1|1|1,1
1306404803837341696,1|1|1|1,1,1|1|1|1,1
820991266213285889,0|0|0|2,0,0|0|0|0,0
820910061564362752,3|3|3|3,3,NA|NA|NA|NA,NA
878651653033005057,0|3|3|3,3,0|3|1|3,3
878650840004907009,0|0|0|0,0,NA|NA|NA|NA,NA
1298324251611717633,3|3|3|2,3,3|3|1|3,3
1161086178914906113,1|1|1|3,1,1|1|1|1,1
1298951255604318210,1|1|1|3,1,1|1|1|3,1
1300796229341904898,1|1|1|1,1,1|1|1|1,1
1194533791731204097,1|1|1|1,1,0|0|0|0,0
1307306562541834240,1|1|1|3,1,0|0|0|3,0
1297133874565218304,1|1|1|3,1,0|0|0|0,0
1283070156890087431,1|1|1|1,1,0|0|0|0,0
1283049958338371584,4|1|3|3,3,NA|NA|NA|NA,NA
1267884071876788232,3|3|3|3,3,1|1|1|1,1
1272308961342087168,1|1|1|1,1,1|1|1|1,1
1267835963532853251,1|1|1|1,1,1|1|1|1,1
1270056732488761349,1|1|1|1,1,1|1|1|1,1
1267841858425757697,1|1|1|3,1,1|1|1|1,1
1267820557271093253,1|1|1|1,1,1|1|1|1,1
1087689211581513728,0|3|0|0,0,0|0|0|0,0
1086364216754352128,0|0|0|0,0,NA|NA|NA|NA,NA
1268171913722986496,3|1|3|3,3,0|0|0|0,0
825063030534897665,0|0|3|0,0,0|0|1|0,0
824662679977598976,2|2|2|2,2,NA|NA|NA|NA,NA
1277391182369304578,1|1|1|1,1,0|0|0|0,0
1073183991283499008,4|3|3|1,3,0|3|3|0,-1
1073169990969368577,1|1|1|0,1,NA|NA|NA|NA,NA
1268208663078060035,3|0|1|1,1,1|0|1|3,1
1026571738862313473,1|1|1|2,1,1|1|1|1,1
1194348631110934528,3|1|1|1,1,1|1|1|1,1
1193889533600976902,4|4|4|1,4,NA|NA|NA|NA,NA
1231989732067946497,3|1|3|3,3,0|1|1|3,1
1231976422320807937,3|3|3|3,3,NA|NA|NA|NA,NA
1179134828995854336,0|0|0|0,0,0|0|0|0,0
1179043773587869698,0|0|0|0,0,NA|NA|NA|NA,NA
1178958617661382656,0|0|0|0,0,0|0|0|0,0
1178821323197485057,0|0|0|0,0,NA|NA|NA|NA,NA
1066037131041284096,2|3|3|3,3,0|0|0|1,0
1065946821414010881,1|1|3|2,1,NA|NA|NA|NA,NA
1068889873644433408,0|0|0|0,0,0|0|0|0,0
1267899181508722688,4|4|4|4,4,1|2|2|1,-1
1044009684745809920,1|0|3|3,3,1|0|1|1,1
1043149882394124289,0|0|0|0,0,NA|NA|NA|NA,NA
1206159799286673411,2|0|2|2,2,0|0|3|0,0
1205463796833230848,0|0|0|2,0,NA|NA|NA|NA,NA
901092622923706371,0|1|0|1,-1,1|1|1|1,1
899216244674527232,4|4|4|2,4,NA|NA|NA|NA,NA
1006061801174458368,1|1|1|3,1,1|1|1|1,1
1273740605219393542,1|1|1|1,1,1|1|1|1,1
1267822409115029510,3|1|1|1,1,1|1|1|1,1
1292902088708689920,3|3|3|3,3,3|3|3|3,3
919730979794714624,1|3|3|3,3,1|1|1|3,1
1239743365484347393,1|1|1|1,1,3|1|1|3,-1
1259577870722248704,0|0|0|0,0,0|0|0|0,0
1152997662532276224,0|4|4|4,4,0|0|0|0,0
1304872801002835968,3|1|3|3,3,0|1|0|3,0
1260952459582849028,1|3|3|3,3,1|1|1|1,1
1299086184329641985,0|0|0|0,0,0|0|0|3,0
1169166215690014721,1|1|1|3,1,1|1|1|1,1
1169156672713056256,0|0|0|2,0,NA|NA|NA|NA,NA
1276932487617359872,2|0|4|2,2,3|3|3|3,3
1264916412096630784,1|1|1|1,1,0|0|1|3,0
1250947589375229955,4|4|4|0,4,0|0|0|0,0
1267808080089288705,1|1|1|1,1,1|1|1|1,1
1271487711644471302,0|0|0|2,0,0|0|0|0,0
1271486215045382145,0|0|0|0,0,NA|NA|NA|NA,NA
1080533588934885376,1|1|1|1,1,3|0|3|0,-1
1080531177407164416,1|1|1|2,1,NA|NA|NA|NA,NA
1279142269510209536,1|3|1|3,-1,1|1|1|1,1
1258008267973955586,1|1|1|1,1,1|1|1|1,1
1196552888497135616,3|1|3|3,3,1|1|1|3,1
1182737246467842051,3|3|3|3,3,1|1|3|1,1
1182722488528191489,3|1|1|3,-1,NA|NA|NA|NA,NA
1267808490644537346,3|1|3|3,3,1|1|1|3,1
1301261278070087684,3|1|3|3,3,3|3|0|3,3
1293866903983869952,4|4|1|1,-1,0|0|0|0,0
1267826969124601866,4|3|1|3,3,3|0|1|3,3
1059810001462665216,0|0|0|0,0,0|0|0|0,0
1200056114580201472,2|1|2|2,2,3|1|0|3,3
1233119041629442050,4|4|4|4,4,0|0|0|0,0
1302290395657723904,1|3|3|3,3,1|1|1|3,1
1142464063643049986,1|1|1|3,1,3|1|3|3,3
1142087061257838592,0|4|4|2,4,NA|NA|NA|NA,NA
1307058518621597696,1|1|1|1,1,0|0|0|0,0
1150850777319165952,1|1|1|1,1,1|1|3|3,-1
1150825395664633861,0|0|0|0,0,NA|NA|NA|NA,NA
1287413458477219842,1|1|1|1,1,1|1|1|1,1
1267946494549733382,1|1|3|3,-1,1|1|1|1,1
1179488289423859714,0|0|0|0,0,0|0|0|0,0
1308033725003898882,1|1|1|1,1,1|1|1|1,1
871333879113809921,3|1|1|2,1,1|0|1|3,1
871333586863091712,2|2|2|2,2,NA|NA|NA|NA,NA
1093237611995508736,1|1|1|2,1,0|0|0|0,0
1093199975499137024,1|1|1|1,1,NA|NA|NA|NA,NA
1275473815447891968,1|1|1|1,1,1|1|1|1,1
1267818454960070656,1|1|1|1,1,1|1|1|1,1
1088725312249184257,3|3|3|3,3,3|1|3|1,-1
1175493879119921152,1|1|1|1,1,1|1|1|1,1
1154999765718962176,1|1|1|1,1,1|1|1|1,1
1154851130008096770,2|1|2|2,2,NA|NA|NA|NA,NA
961562104066117633,1|1|1|1,1,0|0|0|1,0
960951055986065408,1|1|3|1,1,NA|NA|NA|NA,NA
1288566316165718016,1|3|1|3,-1,1|1|1|1,1
1314639772225277960,1|1|2|1,1,0|0|0|3,0
1313432682530041857,1|1|1|1,1,NA|NA|NA|NA,NA
1264902456665714693,1|1|1|1,1,3|3|3|1,3
1275100647218655232,1|1|1|3,1,1|1|1|1,1
1307809821765369856,3|3|3|3,3,1|1|1|3,1
1306387767128207360,0|0|0|0,0,NA|NA|NA|NA,NA
1155111355013304320,1|1|1|1,1,1|1|1|1,1
1040603935927623681,1|1|1|1,1,0|0|0|0,0
1040596923898626049,1|1|1|1,1,NA|NA|NA|NA,NA
1275105554474688514,1|1|1|3,1,1|1|1|1,1
1253415764268158981,3|1|1|1,1,1|1|1|3,1
1253413404078780419,0|0|0|0,0,NA|NA|NA|NA,NA
1303812938923479043,1|1|1|1,1,1|1|1|1,1
1303273400798973953,1|1|1|3,1,1|1|1|1,1
1298557134343462912,1|1|2|0,1,0|0|0|0,0
1298556374247452672,1|1|1|1,1,NA|NA|NA|NA,NA
1264895825383174147,1|1|1|1,1,1|1|1|1,1
1270442531210383360,1|1|1|1,1,1|1|1|1,1
1281012019941068802,3|3|3|3,3,0|0|0|0,0
1280849157465538561,1|1|1|3,1,NA|NA|NA|NA,NA
1106313826121719808,1|1|1|1,1,1|1|1|1,1
1267818581338681379,0|0|0|0,0,0|0|0|0,0
1311257520275697665,1|1|1|1,1,1|1|1|1,1
934866926597279744,3|1|3|3,3,1|1|1|3,1
1202141001172897792,0|0|0|2,0,0|0|0|0,0
1202140427643752449,0|0|0|2,0,NA|NA|NA|NA,NA
1309449624034463745,3|3|1|3,3,1|1|1|1,1
859743820774350848,3|1|3|3,3,1|1|1|3,1
859738675059585024,2|1|2|2,2,NA|NA|NA|NA,NA
1277942813267759104,1|1|1|1,1,1|1|1|1,1
1305896800478474243,1|1|1|3,1,1|1|1|1,1
1305118262343196672,1|1|1|1,1,1|1|1|3,1
1305900963748892675,1|3|1|3,-1,1|1|1|1,1
1230235462603825153,0|0|0|0,0,0|0|0|0,0
1230230592001847301,1|1|1|3,1,NA|NA|NA|NA,NA
1238907130280845313,2|3|3|2,-1,0|1|1|1,1
1081185391439425536,0|0|0|2,0,0|0|0|0,0
1081131312227012608,1|1|1|1,1,NA|NA|NA|NA,NA
1301522118203539458,3|1|3|3,3,1|1|1|3,1
1271101550254006275,3|3|1|3,3,0|0|0|0,0
1300952263800893444,1|1|1|1,1,1|1|1|1,1
1269629617943568385,1|1|3|1,1,0|0|0|3,0
858691003401850881,2|3|2|2,2,3|3|3|3,3
1255983562496581633,0|0|0|0,0,0|0|0|0,0
1275537413511753733,3|3|3|4,3,1|3|1|0,1
873885501790572544,0|0|0|0,0,0|0|0|0,0
873615532406312963,0|0|2|0,0,NA|NA|NA|NA,NA
1279147336086753281,3|1|3|3,3,1|1|1|1,1
1263802735612301313,1|1|1|3,1,1|1|1|1,1
1207418846187012096,3|3|3|3,3,3|3|1|3,3
1207205369849749504,0|0|0|2,0,NA|NA|NA|NA,NA
1230476507887394817,0|0|0|0,0,0|0|0|0,0
1230428828150968320,0|0|0|2,0,NA|NA|NA|NA,NA
1272997642218409984,1|1|1|1,1,0|0|0|1,0
1272847523414245376,1|1|1|1,1,NA|NA|NA|NA,NA
1267842151750209538,1|1|1|1,1,1|1|1|1,1
1313407450075332609,1|1|1|3,1,1|1|1|1,1
1027156169704583168,1|1|1|1,1,1|1|1|1,1
1170330667240120321,0|0|3|3,-1,0|0|3|3,-1
1170329634447200256,2|0|2|2,2,NA|NA|NA|NA,NA
1273719386063470593,1|1|1|2,1,1|1|1|3,1
1279135314049667072,1|1|1|3,1,1|3|1|1,1
856969066690605057,3|3|3|2,3,3|3|1|3,3
856954251377090560,0|0|0|0,0,NA|NA|NA|NA,NA
1260511329942753281,3|3|3|3,3,1|1|1|3,1
1299678500845228032,3|1|3|3,3,0|0|0|3,0
1299346426225479681,1|1|1|1,1,NA|NA|NA|NA,NA
1301847064465244160,1|3|1|3,-1,1|3|1|1,1
1256304101547077633,1|1|1|3,1,1|1|1|1,1
1269922790032969728,3|3|3|3,3,3|1|3|3,3
1026770179924152325,3|3|3|3,3,3|1|3|3,3
1252408749903343618,1|1|1|1,1,1|1|1|1,1
1260323891706281985,1|1|1|3,1,1|1|1|1,1
1287402469392363522,1|1|1|1,1,1|1|1|1,1
1292548793007734785,3|3|3|2,3,3|3|3|3,3
1289124090922569728,1|1|1|1,1,1|1|1|1,1
1044968571456167936,0|0|0|1,0,0|0|0|0,0
1113897380821311488,1|1|1|3,1,1|1|1|1,1
1224816909138321408,0|0|0|0,0,0|0|0|0,0
1301104402036674560,2|1|2|2,2,3|1|3|1,-1
1296468045968351232,1|1|1|1,1,NA|NA|NA|NA,NA
1274316156904656897,0|0|0|0,0,0|0|0|0,0
1267817544578068485,1|1|1|1,1,1|1|1|1,1
1294088749727481856,1|1|3|3,-1,1|1|1|1,1
1280876858314276866,1|1|1|3,1,1|1|1|1,1
876441238639190016,1|1|1|3,1,1|1|1|1,1
1181151099585204224,0|1|3|3,3,1|1|1|3,1
1105218068647682049,0|0|0|0,0,0|0|0|0,0
1103951359462830080,1|1|1|1,1,1|1|1|1,1
1237057840830955520,0|1|1|2,1,0|0|0|0,0
1236674545131626497,1|1|1|2,1,NA|NA|NA|NA,NA
1255252400451051523,3|3|3|3,3,3|1|3|3,3
1264902379813703680,1|1|1|1,1,1|1|1|1,1
1131908729501364225,3|3|3|2,3,3|3|0|3,3
1299679004509769732,1|1|1|3,1,1|1|1|1,1
1285518884343287808,1|1|1|3,1,1|1|1|1,1
1258014362490503168,1|1|1|1,1,0|1|0|1,-1
1211394733844680705,1|1|1|1,1,1|1|1|1,1
1287735566189170692,1|1|1|1,1,1|1|1|1,1
1269941287635095555,3|3|3|3,3,1|1|1|1,1
1266731578719449088,1|1|1|1,1,1|1|1|1,1
918196038749577217,2|2|2|2,2,0|0|3|3,-1
918193959226179585,0|0|0|0,0,NA|NA|NA|NA,NA
1279128294877773831,1|1|1|3,1,0|1|1|3,1
1128788096189894664,1|1|1|4,1,1|1|1|1,1
1128005691820728322,0|1|1|1,1,0|1|1|1,1
1127916902360190976,1|1|1|1,1,NA|NA|NA|NA,NA
1243523181471838208,1|3|3|3,3,1|1|1|1,1
1304940036941639680,1|1|1|1,1,1|1|1|1,1
1287766797316493313,1|1|1|1,1,1|1|1|1,1
1275554679401955328,3|1|3|3,3,1|1|1|1,1
1270137696976019456,3|1|3|3,3,1|1|1|3,1
1311196921600585729,3|1|3|3,3,1|1|1|3,1
815573007888515072,1|1|1|3,1,1|1|1|1,1
815572755655622656,1|1|1|1,1,NA|NA|NA|NA,NA
1265070771438837762,3|3|3|3,3,0|0|0|0,0
1264982658133696513,0|0|0|0,0,NA|NA|NA|NA,NA
1266744954224852992,1|1|1|1,1,1|1|1|1,1
1267836688375713792,1|1|1|1,1,1|1|1|1,1
1264912940739813381,1|1|1|1,1,0|0|0|3,0
1268951453525250053,1|1|3|2,1,1|1|1|3,1
1023200164427849728,1|1|1|3,1,1|1|1|1,1
1023178075863957505,4|1|1|4,-1,NA|NA|NA|NA,NA
1252189866286288897,0|0|0|4,0,0|0|0|0,0
900030860661063681,0|0|0|0,0,0|0|0|0,0
900016539583361024,0|0|0|0,0,NA|NA|NA|NA,NA
1222824510111518720,1|1|1|2,1,1|1|1|3,1
1275298693764255746,1|1|1|2,1,3|1|3|3,3
1222984712072892416,2|4|3|3,3,3|3|1|3,3
1044203242966720512,1|1|1|3,1,1|1|1|1,1
1313187809453375489,1|1|1|1,1,1|1|1|1,1
946783813568552962,2|0|2|2,2,0|0|3|3,-1
946782426528976896,2|2|2|2,2,NA|NA|NA|NA,NA
1258387107560722434,2|0|4|2,2,0|0|0|0,0
1309069918374166531,1|1|1|1,1,1|1|1|1,1
1276663126109425667,3|3|3|3,3,3|3|1|3,3
1278057653613322240,3|3|3|3,3,1|1|1|3,1
1221176661913276416,1|1|1|1,1,1|0|0|0,0
1313405996296007685,1|1|3|3,-1,1|1|1|1,1
1312823598550339586,0|0|0|0,0,NA|NA|NA|NA,NA
1051821522061537280,3|3|3|3,3,1|1|3|3,-1
1271192820448202760,4|0|4|2,4,3|0|3|3,3
1277573732953882625,1|1|1|3,1,1|1|1|1,1
831284837348671488,3|0|0|0,0,0|0|0|0,0
831280605161742336,3|3|2|3,3,NA|NA|NA|NA,NA
1042374773353971713,1|1|1|3,1,3|3|1|3,3
1042355003149742082,0|0|2|0,0,NA|NA|NA|NA,NA
997500481562923011,3|3|1|3,3,1|1|1|3,1
1232965867002044418,1|1|1|3,1,1|1|1|3,1
1232681617019359232,2|0|2|2,2,NA|NA|NA|NA,NA
1252709749008850945,4|4|4|4,4,0|0|0|0,0
1252691789611483137,1|1|1|3,1,NA|NA|NA|NA,NA
1296476170259697664,1|1|1|1,1,1|1|1|1,1
1136354766014091264,0|0|0|0,0,0|0|0|0,0
1136197564422938627,0|0|0|0,0,NA|NA|NA|NA,NA
1311650932032262145,3|3|3|3,3,NA|NA|NA|NA,NA
1110633046020112390,1|1|1|1,1,1|1|1|1,1
1110526047290880002,1|1|1|2,1,NA|NA|NA|NA,NA
